rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Juan SC ECNL G2012/13,San Juan Soccer Club,103791,4,4,0,0,12,3.0,16,3,13
2,Mustang SC ECNL G2012/13,Mustang Soccer,104961,3,3,0,0,9,3.0,8,2,6
3,Bay Area Surf - ECNL G2012/13,Bay Area Surf,115151,2,2,0,0,6,3.0,8,3,5
4,MVLA ECNL G2012/13,MVLA,84876,3,2,1,0,6,2.0,7,3,4
5,Marin FC ECNL G2012/13,Marin FC,82675,3,2,1,0,6,2.0,4,6,-2
6,Placer United ECNL G2012/13,Placer United Soccer Club,106265,3,1,1,1,4,1.33,8,4,4
7,Davis Legacy ECNL G2012/13,Davis Legacy Soccer Club,110984,3,1,2,0,3,1.0,4,6,-2
8,Santa Rosa United ECNL G2012/13,Santa Rosa United Soccer,132202,4,1,2,1,4,1.0,4,8,-4
9,Pleasanton RAGE ECNL G2012/13,Pleasanton Rage,44316,3,1,2,0,3,1.0,4,9,-5
10,Stanislaus Surf - ECNL G2012/13,Stanislaus Surf Soccer Club,82859,4,1,3,0,3,0.75,2,9,-7
11,COSC ECNL G2012/13,California Odyssey Soccer Club,114556,3,0,3,0,0,0.0,1,4,-3
12,Force (CA) ECNL G2012/13,Force,94620,3,0,3,0,0,0.0,0,9,-9
